date,store,cash,total
2025-05-30,Грин Парк,non-cash,10010
2025-05-30,Красная,cash,2430
2025-05-30,Красная,non-cash,11570
2025-05-30,Краснодар Оз Мол,cash,0
2025-05-30,Краснодар Оз Мол,non-cash,4180
2025-05-30,Лента,cash,1125
2025-05-30,Лента,non-cash,5410
2025-05-30,Советов,cash,0
2025-05-30,Советов,non-cash,15000
2025-05-30,Черноморский,cash,2450
2025-05-30,Черноморский,non-cash,11300
2025-05-31,Анапа Черноморская,cash,2150
2025-05-31,Анапа Черноморская,non-cash,6300
2025-05-31,Боба Рэббит,cash,7650
2025-05-31,Боба Рэббит,non-cash,17900
2025-05-31,Геленджик,cash,2700
2025-05-31,Геленджик,non-cash,3330
2025-05-31,Грин Парк,cash,3365
2025-05-31,Грин Парк,non-cash,16530
2025-05-31,Красная,cash,3425
2025-05-31,Красная,non-cash,13765
2025-05-31,Краснодар Оз Мол,cash,0
2025-05-31,Краснодар Оз Мол,non-cash,1310
2025-05-31,Лента,cash,1400
2025-05-31,Лента,non-cash,2350
2025-05-31,Советов,cash,1300
2025-05-31,Советов,non-cash,10460
2025-05-31,Черноморский,cash,3935
2025-05-31,Черноморский,non-cash,15905
2025-06-01,Анапа Черноморская,cash,1180
2025-06-01,Анапа Черноморская,non-cash,4410
2025-06-01,Боба Рэббит,cash,8100
2025-06-01,Боба Рэббит,non-cash,38900
2025-06-01,Геленджик,cash,2900
2025-06-01,Геленджик,non-cash,9270
2025-06-01,Грин Парк,cash,4600
2025-06-01,Грин Парк,non-cash,20180
2025-06-01,Красная,cash,2900
2025-06-01,Красная,non-cash,14555
2025-06-01,Краснодар Оз Мол,cash,425
2025-06-01,Краснодар Оз Мол,non-cash,7120
2025-06-01,Лента,cash,1190
2025-06-01,Лента,non-cash,7675
2025-06-01,Советов,cash,2850
2025-06-01,Советов,non-cash,21670
2025-06-01,Черноморский,cash,7950
2025-06-01,Черноморский,non-cash,34410
2025-06-02,Анапа Черноморская,cash,0
2025-06-02,Анапа Черноморская,non-cash,1275
2025-06-02,Боба Рэббит,cash,4250
2025-06-02,Боба Рэббит,non-cash,14955
2025-06-02,Галерея Краснодар,cash,0
2025-06-02,Галерея Краснодар,non-cash,200
2025-06-02,Геленджик,cash,1285
2025-06-02,Геленджик,non-cash,8405
2025-06-02,Грин Парк,cash,3740
2025-06-02,Грин Парк,non-cash,12965
2025-06-02,Красная,cash,2500
2025-06-02,Красная,non-cash,11040
2025-06-02,Краснодар Оз Мол,cash,200
2025-06-02,Краснодар Оз Мол,non-cash,2175
2025-06-02,Лента,cash,700
2025-06-02,Лента,non-cash,4110
2025-06-02,Советов,cash,1750
2025-06-02,Советов,non-cash,13015
2025-06-02,Черноморский,cash,1700
2025-06-02,Черноморский,non-cash,8320
2025-06-03,Анапа Черноморская,cash,0
2025-06-03,Анапа Черноморская,non-cash,6245
2025-06-03,Боба Рэббит,cash,3150
2025-06-03,Боба Рэббит,non-cash,24965
2025-06-03,Галерея Краснодар,cash,600
2025-06-03,Галерея Краснодар,non-cash,2535
2025-06-03,Геленджик,cash,450
2025-06-03,Геленджик,non-cash,7215
2025-06-03,Грин Парк,cash,2800
2025-06-03,Грин Парк,non-cash,15280
2025-06-03,Красная,cash,1850
2025-06-03,Красная,non-cash,9515
2025-06-03,Краснодар Оз Мол,cash,0
2025-06-03,Краснодар Оз Мол,non-cash,2425
2025-06-03,Лента,cash,850
2025-06-03,Лента,non-cash,6320
2025-06-03,Советов,cash,1950
2025-06-03,Советов,non-cash,14215
2025-06-03,Черноморский,cash,2075
2025-06-03,Черноморский,non-cash,15105
2025-06-04,Анапа Черноморская,cash,0
2025-06-04,Анапа Черноморская,non-cash,3395
2025-06-04,Боба Рэббит,cash,1200
2025-06-04,Боба Рэббит,non-cash,21720
2025-06-04,Галерея Краснодар,cash,0
2025-06-04,Галерея Краснодар,non-cash,1650
2025-06-04,Геленджик,cash,630
2025-06-04,Геленджик,non-cash,7035
2025-06-04,Грин Парк,cash,2700
2025-06-04,Грин Парк,non-cash,14240
2025-06-04,Красная,cash,2350
2025-06-04,Красная,non-cash,9440
2025-06-04,Краснодар Оз Мол,cash,475
2025-06-04,Краснодар Оз Мол,non-cash,200
2025-06-04,Лента,cash,1215
2025-06-04,Лента,non-cash,5600
2025-06-04,Советов,cash,2100
2025-06-04,Советов,non-cash,11700
2025-06-04,Черноморский,cash,5200
2025-06-04,Черноморский,non-cash,11280
2025-06-05,Анапа Черноморская,cash,500
2025-06-05,Анапа Черноморская,non-cash,4370
2025-06-05,Боба Рэббит,cash,6345
2025-06-05,Боба Рэббит,non-cash,24330
2025-06-05,Галерея Краснодар,cash,800
2025-06-05,Галерея Краснодар,non-cash,2051
2025-06-05,Геленджик,cash,0
2025-06-05,Геленджик,non-cash,7600
2025-06-05,Грин Парк,cash,1325
2025-06-05,Грин Парк,non-cash,10295
2025-06-05,Красная,cash,1200
2025-06-05,Красная,non-cash,10055
2025-06-05,Краснодар Оз Мол,cash,400
2025-06-05,Краснодар Оз Мол,non-cash,1775
2025-06-05,Лента,cash,1900
2025-06-05,Лента,non-cash,3660
2025-06-05,Советов,cash,850
2025-06-05,Советов,non-cash,16535
2025-06-05,Черноморский,cash,1850
2025-06-05,Черноморский,non-cash,16990
2025-06-06,Анапа Черноморская,cash,3475
2025-06-06,Анапа Черноморская,non-cash,5860
2025-06-06,Боба Рэббит,cash,450
2025-06-06,Боба Рэббит,non-cash,16670
2025-06-06,Галерея Краснодар,cash,0
2025-06-06,Галерея Краснодар,non-cash,4720
2025-06-06,Геленджик,cash,1950
2025-06-06,Геленджик,non-cash,6615
2025-06-06,Грин Парк,cash,2550
2025-06-06,Грин Парк,non-cash,17255
2025-06-06,Красная,cash,750
2025-06-06,Красная,non-cash,15500
2025-06-06,Краснодар Оз Мол,cash,0
2025-06-06,Краснодар Оз Мол,non-cash,2810
2025-06-06,Лента,cash,1550
2025-06-06,Лента,non-cash,5700
2025-06-06,Советов,cash,1000
2025-06-06,Советов,non-cash,17085
2025-06-06,Черноморский,cash,3745
2025-06-06,Черноморский,non-cash,23355
2025-06-07,Анапа Черноморская,cash,1330
2025-06-07,Анапа Черноморская,non-cash,2800
2025-06-07,Боба Рэббит,cash,7300
2025-06-07,Боба Рэббит,non-cash,28561
2025-06-07,Галерея Краснодар,cash,0
2025-06-07,Галерея Краснодар,non-cash,700
2025-06-07,Геленджик,cash,700
2025-06-07,Геленджик,non-cash,9190
2025-06-07,Грин Парк,cash,2250
2025-06-07,Грин Парк,non-cash,25225
2025-06-07,Красная,cash,8200
2025-06-07,Красная,non-cash,10630
2025-06-07,Краснодар Оз Мол,cash,850
2025-06-07,Краснодар Оз Мол,non-cash,2075
2025-06-07,Лента,cash,1400
2025-06-07,Лента,non-cash,3860
2025-06-07,Советов,cash,775
2025-06-07,Советов,non-cash,17105
2025-06-07,Черноморский,cash,6600
2025-06-07,Черноморский,non-cash,29475
2025-06-08,Анапа Черноморская,cash,975
2025-06-08,Анапа Черноморская,non-cash,5195
2025-06-08,Боба Рэббит,cash,5550
2025-06-08,Боба Рэббит,non-cash,27075
2025-06-08,Галерея Краснодар,cash,2750
2025-06-08,Галерея Краснодар,non-cash,4900
2025-06-08,Геленджик,cash,400
2025-06-08,Геленджик,non-cash,4280
2025-06-08,Грин Парк,cash,2950
2025-06-08,Грин Парк,non-cash,13165
2025-06-08,Красная,cash,2850
2025-06-08,Красная,non-cash,12875
2025-06-08,Краснодар Оз Мол,cash,0
2025-06-08,Краснодар Оз Мол,non-cash,1475
2025-06-08,Лента,cash,1350
2025-06-08,Лента,non-cash,7700
2025-06-08,Советов,cash,500
2025-06-08,Советов,non-cash,11900
2025-06-08,Черноморский,cash,8150
2025-06-08,Черноморский,non-cash,13755
2025-06-09,Анапа Черноморская,cash,595
2025-06-09,Анапа Черноморская,non-cash,2130
2025-06-09,Боба Рэббит,cash,4200
2025-06-09,Боба Рэббит,non-cash,24505
2025-06-09,Галерея Краснодар,cash,0
2025-06-09,Галерея Краснодар,non-cash,2750
2025-06-09,Геленджик,cash,1895
2025-06-09,Геленджик,non-cash,3140
2025-06-09,Грин Парк,cash,1550
2025-06-09,Грин Парк,non-cash,16180
2025-06-09,Красная,cash,5100
2025-06-09,Красная,non-cash,9130
2025-06-09,Краснодар Оз Мол,cash,0
2025-06-09,Краснодар Оз Мол,non-cash,2375
2025-06-09,Лента,cash,2050
2025-06-09,Лента,non-cash,3755
2025-06-09,Советов,cash,0
2025-06-09,Советов,non-cash,8290
2025-06-09,Черноморский,cash,2930
2025-06-09,Черноморский,non-cash,13440
2025-06-10,Анапа Черноморская,cash,1450
2025-06-10,Анапа Черноморская,non-cash,3915
2025-06-10,Боба Рэббит,cash,5850
2025-06-10,Боба Рэббит,non-cash,24590
2025-06-10,Галерея Краснодар,cash,1850
2025-06-10,Галерея Краснодар,non-cash,4890
2025-06-10,Геленджик,cash,1625
2025-06-10,Геленджик,non-cash,5745
2025-06-10,Грин Парк,cash,450
2025-06-10,Грин Парк,non-cash,15170
2025-06-10,Красная,cash,3330
2025-06-10,Красная,non-cash,12895
2025-06-10,Краснодар Оз Мол,cash,0
2025-06-10,Краснодар Оз Мол,non-cash,1505
2025-06-10,Лента,cash,1250
2025-06-10,Лента,non-cash,4985
2025-06-10,Советов,cash,1325
2025-06-10,Советов,non-cash,10085
2025-06-10,Черноморский,cash,7645
2025-06-10,Черноморский,non-cash,31855
2025-06-11,Анапа Черноморская,cash,450
2025-06-11,Анапа Черноморская,non-cash,7505
2025-06-11,Боба Рэббит,cash,5950
2025-06-11,Боба Рэббит,non-cash,24830
2025-06-11,Галерея Краснодар,cash,200
2025-06-11,Галерея Краснодар,non-cash,1325
2025-06-11,Геленджик,cash,3350
2025-06-11,Геленджик,non-cash,4375
2025-06-11,Грин Парк,cash,4175
2025-06-11,Грин Парк,non-cash,14675
2025-06-11,Красная,cash,900
2025-06-11,Красная,non-cash,12415
2025-06-11,Краснодар Оз Мол,cash,0
2025-06-11,Краснодар Оз Мол,non-cash,0
2025-06-11,Лента,cash,350
2025-06-11,Лента,non-cash,5125
2025-06-11,Советов,cash,350
2025-06-11,Советов,non-cash,10905
2025-06-11,Черноморский,cash,5495
2025-06-11,Черноморский,non-cash,24390
2025-06-12,Анапа Черноморская,cash,1900
2025-06-12,Анапа Черноморская,non-cash,7720
2025-06-12,Боба Рэббит,cash,8875
2025-06-12,Боба Рэббит,non-cash,29340
2025-06-12,Галерея Краснодар,cash,801
2025-06-12,Галерея Краснодар,non-cash,6010
2025-06-12,Геленджик,cash,2980
2025-06-12,Геленджик,non-cash,8325
2025-06-12,Грин Парк,cash,2500
2025-06-12,Грин Парк,non-cash,18200
2025-06-12,Красная,cash,1950
2025-06-12,Красная,non-cash,14540
2025-06-12,Лента,cash,0
2025-06-12,Лента,non-cash,8175
2025-06-12,Советов,cash,1050
2025-06-12,Советов,non-cash,10320
2025-06-12,Черноморский,cash,8900
2025-06-12,Черноморский,non-cash,50070
2025-06-13,Анапа Черноморская,cash,0
2025-06-13,Анапа Черноморская,non-cash,6625
2025-06-13,Боба Рэббит,cash,5000
2025-06-13,Боба Рэббит,non-cash,32845
2025-06-13,Галерея Краснодар,cash,0
2025-06-13,Галерея Краснодар,non-cash,3300
2025-06-13,Геленджик,cash,1515
2025-06-13,Геленджик,non-cash,4850
2025-06-13,Грин Парк,cash,4150
2025-06-13,Грин Парк,non-cash,19885
2025-06-13,Красная,cash,2925
2025-06-13,Красная,non-cash,14900
2025-06-13,Лента,cash,800
2025-06-13,Лента,non-cash,7450
2025-06-13,Советов,cash,0
2025-06-13,Советов,non-cash,14700
2025-06-13,Черноморский,cash,4300
2025-06-13,Черноморский,non-cash,39960
2025-06-14,Анапа Черноморская,cash,1265
2025-06-14,Анапа Черноморская,non-cash,3200
2025-06-14,Боба Рэббит,cash,4150
2025-06-14,Боба Рэббит,non-cash,35180
2025-06-14,Галерея Краснодар,cash,400
2025-06-14,Галерея Краснодар,non-cash,8500
2025-06-14,Геленджик,cash,1650
2025-06-14,Геленджик,non-cash,6150
2025-06-14,Грин Парк,cash,2910
2025-06-14,Грин Парк,non-cash,15375
2025-06-14,Красная,cash,1050
2025-06-14,Красная,non-cash,17875
2025-06-14,Лента,cash,2150
2025-06-14,Лента,non-cash,3680
2025-06-14,Советов,cash,3025
2025-06-14,Советов,non-cash,11470
2025-06-14,Черноморский,cash,13345
2025-06-14,Черноморский,non-cash,25810
2025-06-15,Анапа Черноморская,cash,350
2025-06-15,Анапа Черноморская,non-cash,2680
2025-06-15,Боба Рэббит,cash,7200
2025-06-15,Боба Рэббит,non-cash,39450
2025-06-15,Галерея Краснодар,cash,1450
2025-06-15,Галерея Краснодар,non-cash,1826
2025-06-15,Геленджик,cash,1700
2025-06-15,Геленджик,non-cash,10495
2025-06-15,Грин Парк,cash,3530
2025-06-15,Грин Парк,non-cash,20465
2025-06-15,Красная,cash,1650
2025-06-15,Красная,non-cash,19115
2025-06-15,Лента,cash,845
2025-06-15,Лента,non-cash,8645
2025-06-15,Советов,cash,1025
2025-06-15,Советов,non-cash,13395
2025-06-15,Черноморский,cash,4970
2025-06-15,Черноморский,non-cash,19480
2025-06-16,Анапа Черноморская,cash,2250
2025-06-16,Анапа Черноморская,non-cash,3850
2025-06-16,Боба Рэббит,cash,9150
2025-06-16,Боба Рэббит,non-cash,30225
2025-06-16,Галерея Краснодар,cash,400
2025-06-16,Галерея Краснодар,non-cash,1030
2025-06-16,Геленджик,cash,2300
2025-06-16,Геленджик,non-cash,10200
2025-06-16,Грин Парк,cash,2450
2025-06-16,Грин Парк,non-cash,13350
2025-06-16,Красная,cash,0
2025-06-16,Красная,non-cash,13882
2025-06-16,Лента,cash,900
2025-06-16,Лента,non-cash,6015
2025-06-16,Советов,cash,250
2025-06-16,Советов,non-cash,4967
2025-06-16,Черноморский,cash,2550
